occurrenceID,eventID,sex,lifeStage,scientificName,kingdom,phylum,class,order,family,genus
PSZMP-OCC-021522ELIV1103-181856-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-021522ELIV1103,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522ELIV1103-181900-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-021522ELIV1103,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522ELIV1103-182192-SCOLECITHRICELLA_MINOR-COPEPODITES-I,PSZMP-SMP-021522ELIV1103,indeterminate,copepodites,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-021522ELIV1103-182174-TORTANUS_DISCAUDATUS-ADULT-F,PSZMP-SMP-021522ELIV1103,female,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-021522ELIV1103-182186-TORTANUS_DISCAUDATUS-ADULT-M,PSZMP-SMP-021522ELIV1103,male,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-021522Wat1V1418-198668-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021522Wat1V1418-198675-ACARTIA_LONGIREMIS-ADULT-M,PSZMP-SMP-021522Wat1V1418,male,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021522Wat1V1418-198669-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021522Wat1V1418-198696-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021522Wat1V1418-198684-CALANUS_MARSHALLAE-COPEPODITES_C1-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C1,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021522Wat1V1418-198702-CALANUS_MARSHALLAE-COPEPODITES_C5-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C5,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021522Wat1V1418-198703-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021522Wat1V1418-198694-CTENOCALANUS_VANUS-ADULT-M,PSZMP-SMP-021522Wat1V1418,male,adult,Ctenocalanus vanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus
PSZMP-OCC-021522Wat1V1418-198685-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-021522Wat1V1418,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021522Wat1V1418-198674-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021522Wat1V1418-198698-EPILABIDOCERA_LONGIPEDATA-COPEPODITES_C1-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C1,Epilabidocera longipedata,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Epilabidocera
PSZMP-OCC-021522Wat1V1418-198664-HETERORHABDUS-COPEPODITES_C5-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C5,Heterorhabdus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus
PSZMP-OCC-021522Wat1V1418-198701-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-021522Wat1V1418-198690-METRIDIA_PACIFICA-COPEPODITES_C2-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C2,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-021522Wat1V1418-198682-MICROCALANUS-ADULT-M,PSZMP-SMP-021522Wat1V1418,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021522Wat1V1418-198699-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021522Wat1V1418-198688-OITHONA_ATLANTICA-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021522Wat1V1418-198666-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021522Wat1V1418-198697-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-021522Wat1V1418,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021522Wat1V1418-198689-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021522Wat1V1418-198691-PARACALANUS-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021522Wat1V1418-198683-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-021522Wat1V1418,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522Wat1V1418-198672-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522Wat1V1418-198677-PSEUDOCALANUS_MIMUS-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522Wat1V1418-198700-PSEUDOCALANUS_MINUTUS-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522Wat1V1418-198665-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522Wat1V1418-198671-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-021522Wat1V1418,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021522Wat1V1418-198692-RACOVITZANUS_ANTARCTICUS-COPEPODITES_C5-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites C5,Racovitzanus antarcticus,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus
PSZMP-OCC-021522Wat1V1418-198676-TORTANUS_DISCAUDATUS-COPEPODITES-I,PSZMP-SMP-021522Wat1V1418,indeterminate,copepodites,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-021822ADIV1250-182743-ACARTIA_HUDSONICA-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822ADIV1250-182731-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-021822ADIV1250,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822ADIV1250-182732-ACARTIA_HUDSONICA-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822ADIV1250-182724-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822ADIV1250-182725-ACARTIA_LONGIREMIS-ADULT-M,PSZMP-SMP-021822ADIV1250,male,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822ADIV1250-182717-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822ADIV1250-182741-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822ADIV1250-182727-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822ADIV1250-182728-CALANUS_PACIFICUS-COPEPODITES_C2-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites C2,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822ADIV1250-182736-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822ADIV1250-182726-CENTROPAGES_ABDOMINALIS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-021822ADIV1250-182730-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822ADIV1250-182742-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-021822ADIV1250,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822ADIV1250-182733-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822ADIV1250-182750-EPILABIDOCERA_LONGIPEDATA-COPEPODITES_C2-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites C2,Epilabidocera longipedata,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Epilabidocera
PSZMP-OCC-021822ADIV1250-182729-METRIDIA_PACIFICA-COPEPODITES_C2-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites C2,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-021822ADIV1250-182721-MICROCALANUS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021822ADIV1250-182720-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021822ADIV1250-182718-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822ADIV1250-182735-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-021822ADIV1250,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822ADIV1250-182740-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822ADIV1250-182734-PARACALANUS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021822ADIV1250-182744-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-021822ADIV1250,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822ADIV1250-182722-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-021822ADIV1250,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822ADIV1250-182715-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-021822ADIV1250,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822ADIV1250-182723-PSEUDOCALANUS_MIMUS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822ADIV1250-182737-PSEUDOCALANUS_MINUTUS-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822ADIV1250-182716-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822ADIV1250-182719-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-021822ADIV1250,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822HCB004V1249-182306-ACARTIA_HUDSONICA-ADULT-F,PSZMP-SMP-021822HCB004V1249,female,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822HCB004V1249-182313-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-021822HCB004V1249,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822HCB004V1249-182299-ACARTIA_HUDSONICA-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822HCB004V1249-182322-CALANUS_PACIFICUS-COPEPODITES_C2-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites C2,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822HCB004V1249-182331-CALANUS_PACIFICUS-COPEPODITES_C3-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites C3,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822HCB004V1249-182330-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822HCB004V1249-182325-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822HCB004V1249-182315-CENTROPAGES_ABDOMINALIS-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-021822HCB004V1249-182311-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-021822HCB004V1249,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822HCB004V1249-182303-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-021822HCB004V1249,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822HCB004V1249-182297-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822HCB004V1249-182314-MICROCALANUS-ADULT-F,PSZMP-SMP-021822HCB004V1249,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021822HCB004V1249-182312-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021822HCB004V1249-182324-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-021822HCB004V1249,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822HCB004V1249-182301-OITHONA_ATLANTICA-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822HCB004V1249-182296-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-021822HCB004V1249,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822HCB004V1249-182307-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-021822HCB004V1249,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822HCB004V1249-182304-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822HCB004V1249-182300-PARACALANUS-ADULT-F,PSZMP-SMP-021822HCB004V1249,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021822HCB004V1249-182302-PARACALANUS-ADULT-M,PSZMP-SMP-021822HCB004V1249,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021822HCB004V1249-182298-PARACALANUS-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021822HCB004V1249-182328-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-021822HCB004V1249,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822TDBV1412-182774-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822TDBV1412-182776-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-021822TDBV1412-182810-AETIDEUS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-021822TDBV1412-182808-AETIDEUS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-021822TDBV1412-182800-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182802-CALANUS_MARSHALLAE-COPEPODITES_C1-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C1,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182811-CALANUS_MARSHALLAE-COPEPODITES_C2-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C2,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182812-CALANUS_MARSHALLAE-COPEPODITES_C3-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C3,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182795-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182797-CALANUS_PACIFICUS-COPEPODITES_C2-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C2,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182819-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182818-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-021822TDBV1412-182761-CANDACIA_COLUMBIAE-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Candacia columbiae,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia
PSZMP-OCC-021822TDBV1412-182769-CENTROPAGES_ABDOMINALIS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-021822TDBV1412-182807-CENTROPAGES_ABDOMINALIS-ADULT-M,PSZMP-SMP-021822TDBV1412,male,adult,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-021822TDBV1412-182772-CENTROPAGES_ABDOMINALIS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-021822TDBV1412-182792-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822TDBV1412-182798-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-021822TDBV1412,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822TDBV1412-182793-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-021822TDBV1412-182755-EUCALANUS_BUNGII-COPEPODITES_C5-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C5,Eucalanus bungii,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus
PSZMP-OCC-021822TDBV1412-182816-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-021822TDBV1412-182809-METRIDIA_PACIFICA-COPEPODITES_C2-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites C2,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-021822TDBV1412-182775-MICROCALANUS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021822TDBV1412-182766-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-021822TDBV1412-182813-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822TDBV1412-182799-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822TDBV1412-182801-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-021822TDBV1412,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-021822TDBV1412-182794-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
