occurrenceID,eventID,sex,lifeStage,scientificName,kingdom,phylum,class,order,family,genus
PSZMP-OCC-010922Wat1V1348-198568-EUCALANUS_BUNGII-COPEPODITES_C5-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites C5,Eucalanus bungii,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus
PSZMP-OCC-010922Wat1V1348-198601-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-010922Wat1V1348-198575-MICROCALANUS-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-010922Wat1V1348-198584-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-010922Wat1V1348-198595-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-010922Wat1V1348-198586-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-010922Wat1V1348-198585-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-010922Wat1V1348-198589-PARACALANUS-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-010922Wat1V1348-198581-PARACALANUS-COPEPODITES-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-010922Wat1V1348-198574-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-010922Wat1V1348,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198600-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-010922Wat1V1348,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198572-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198577-PSEUDOCALANUS_MIMUS-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198590-PSEUDOCALANUS_MINUTUS-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198587-PSEUDOCALANUS_MINUTUS-COPEPODITES_C5-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites C5,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198579-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198588-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-010922Wat1V1348-198610-RACOVITZANUS_ANTARCTICUS-COPEPODITES_C5-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites C5,Racovitzanus antarcticus,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus
PSZMP-OCC-010922Wat1V1348-198603-SCOLECITHRICELLA-COPEPODITES-I,PSZMP-SMP-010922Wat1V1348,indeterminate,copepodites,Scolecithricella,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-010922Wat1V1348-198592-SCOLECITHRICELLA_MINOR-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-010922Wat1V1348-198615-SCOLECITHRICELLA_MINOR-ADULT-M,PSZMP-SMP-010922Wat1V1348,male,adult,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-010922Wat1V1348-198583-TORTANUS_DISCAUDATUS-ADULT-F,PSZMP-SMP-010922Wat1V1348,female,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-011422ELIV1058-198941-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011422ELIV1058-198963-ACARTIA_LONGIREMIS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011422ELIV1058-198946-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011422ELIV1058-198956-AETIDEUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-011422ELIV1058-199727-BRADYIDIUS_SAANICHI-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Bradyidius saanichi,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius
PSZMP-OCC-011422ELIV1058-198983-BRADYIDIUS_SAANICHI-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Bradyidius saanichi,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius
PSZMP-OCC-011422ELIV1058-198984-BRADYIDIUS_SAANICHI-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Bradyidius saanichi,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius
PSZMP-OCC-011422ELIV1058-198981-CALANUS_MARSHALLAE-COPEPODITES_C5-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C5,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011422ELIV1058-198979-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011422ELIV1058-198977-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011422ELIV1058-198967-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011422ELIV1058-198975-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011422ELIV1058-198920-CANDACIA_COLUMBIAE-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Candacia columbiae,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia
PSZMP-OCC-011422ELIV1058-198921-CANDACIA_COLUMBIAE-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Candacia columbiae,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia
PSZMP-OCC-011422ELIV1058-198964-CANDACIA_COLUMBIAE-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Candacia columbiae,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia
PSZMP-OCC-011422ELIV1058-198927-CHIRIDIUS_GRACILIS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Chiridius gracilis,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Chiridius
PSZMP-OCC-011422ELIV1058-198982-CHIRIDIUS_GRACILIS-COPEPODITES_C5-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C5,Chiridius gracilis,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Chiridius
PSZMP-OCC-011422ELIV1058-198955-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-011422ELIV1058-198960-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-011422ELIV1058-198938-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-011422ELIV1058-198973-EUCALANUS_BUNGII-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Eucalanus bungii,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus
PSZMP-OCC-011422ELIV1058-198926-EUCALANUS_BUNGII-COPEPODITES_C5-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C5,Eucalanus bungii,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus
PSZMP-OCC-011422ELIV1058-199726-GAETANUS-COPEPODITES_C5-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C5,Gaetanus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus
PSZMP-OCC-011422ELIV1058-199724-GAETANUS_MINUTUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Gaetanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus
PSZMP-OCC-011422ELIV1058-199725-GAETANUS_MINUTUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Gaetanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus
PSZMP-OCC-011422ELIV1058-198953-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-011422ELIV1058-198978-METRIDIA_PACIFICA-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-011422ELIV1058-198958-METRIDIA_PACIFICA-COPEPODITES_C1-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C1,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-011422ELIV1058-198947-MICROCALANUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-011422ELIV1058-198957-MICROCALANUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-011422ELIV1058-198949-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-011422ELIV1058-198950-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011422ELIV1058-198948-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011422ELIV1058-198959-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011422ELIV1058-198940-PARACALANUS-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-011422ELIV1058-198925-PARAEUCHAETA_ELONGATA-COPEPODITES_C5-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites C5,Paraeuchaeta elongata,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta
PSZMP-OCC-011422ELIV1058-198944-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011422ELIV1058-198943-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011422ELIV1058-198936-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011422ELIV1058-198942-PSEUDOCALANUS_MIMUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011422ELIV1058-198939-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011422ELIV1058-198937-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011422ELIV1058-198970-SCOLECITHRICELLA_MINOR-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-011422ELIV1058-198966-SCOLECITHRICELLA_MINOR-COPEPODITES-I,PSZMP-SMP-011422ELIV1058,indeterminate,copepodites,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-011422ELIV1058-198969-TISBE-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Tisbe,Animalia,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Tisbe
PSZMP-OCC-011422ELIV1058-198952-TORTANUS_DISCAUDATUS-ADULT-F,PSZMP-SMP-011422ELIV1058,female,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-011422ELIV1058-198951-TORTANUS_DISCAUDATUS-ADULT-M,PSZMP-SMP-011422ELIV1058,male,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-011922SARAV1143-201961-ACARTIA_HUDSONICA-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011922SARAV1143-201960-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011922SARAV1143-201972-ACARTIA_HUDSONICA-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011922SARAV1143-202002-ACARTIA_LONGIREMIS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011922SARAV1143-202003-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-011922SARAV1143-202014-AETIDEUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-011922SARAV1143-202009-AETIDEUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-011922SARAV1143-201974-AETIDEUS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-011922SARAV1143-202015-BRADYIDIUS_SAANICHI-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Bradyidius saanichi,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius
PSZMP-OCC-011922SARAV1143-201973-BRADYIDIUS_SAANICHI-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Bradyidius saanichi,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius
PSZMP-OCC-011922SARAV1143-201992-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011922SARAV1143-201996-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011922SARAV1143-201994-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-011922SARAV1143-202008-CANDACIA_COLUMBIAE-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Candacia columbiae,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia
PSZMP-OCC-011922SARAV1143-201986-CENTROPAGES_ABDOMINALIS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-011922SARAV1143-201984-CENTROPAGES_ABDOMINALIS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-011922SARAV1143-201978-CENTROPAGES_ABDOMINALIS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-011922SARAV1143-201995-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-011922SARAV1143-202006-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-011922SARAV1143-201993-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-011922SARAV1143-202011-METRIDIA_PACIFICA-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-011922SARAV1143-201983-METRIDIA_PACIFICA-COPEPODITES_C2-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites C2,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-011922SARAV1143-201981-MICROCALANUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-011922SARAV1143-201982-MICROCALANUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-011922SARAV1143-201968-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-011922SARAV1143-201991-MONOTHULA_SUBTILIS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Monothula subtilis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Monothula
PSZMP-OCC-011922SARAV1143-201988-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011922SARAV1143-201997-OITHONA_ATLANTICA-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011922SARAV1143-201989-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011922SARAV1143-201998-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011922SARAV1143-201990-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-011922SARAV1143-201962-PARACALANUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-011922SARAV1143-201964-PARACALANUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-011922SARAV1143-201963-PARACALANUS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-011922SARAV1143-201957-PARAEUCHAETA_ELONGATA-COPEPODITES_C5-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites C5,Paraeuchaeta elongata,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta
PSZMP-OCC-011922SARAV1143-201969-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011922SARAV1143-201966-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-011922SARAV1143,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011922SARAV1143-202004-PSEUDOCALANUS_MIMUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011922SARAV1143-201967-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011922SARAV1143-201965-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-011922SARAV1143-202013-SCOLECITHRICELLA_MINOR-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-011922SARAV1143-201980-TORTANUS_DISCAUDATUS-ADULT-F,PSZMP-SMP-011922SARAV1143,female,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-011922SARAV1143-201977-TORTANUS_DISCAUDATUS-ADULT-M,PSZMP-SMP-011922SARAV1143,male,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-012122HCB003V1013-202152-AETIDEUS-ADULT-F,PSZMP-SMP-012122HCB003V1013,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-012122HCB003V1013-202153-AETIDEUS-ADULT-M,PSZMP-SMP-012122HCB003V1013,male,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-012122HCB003V1013-202145-AETIDEUS-COPEPODITES-I,PSZMP-SMP-012122HCB003V1013,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-012122HCB003V1013-202133-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-012122HCB003V1013,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
